Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,Status
l6-333-00,ESTESO Widebody Kit - Lamborghini Urus - L6 333 00 - Novitec,"<h2>Description</h2> <p>The <strong>NOVITEC ESTESO Widebody Kit (14-Part Conversion)</strong> for the <strong>Lamborghini Urus</strong> transforms the vehicle into a dramatically wider and more aggressive performance SUV. The ESTESO conversion enhances the muscular proportions of the Urus while maintaining seamless OEM-level integration and precise fitment.</p> <p>All components are manufactured from high-quality <strong>PU-RIM</strong>, ensuring durability, flexibility, and optimal preparation for painting in body color or custom finishes.</p> <p>For vehicles equipped with a <strong>tow bar</strong>, either the <strong>original factory diffuser</strong> or the <strong>NOVITEC rear diffuser in visible carbon (L6 333 99)</strong> must be used.</p> <h2>Compatibility</h2> <p>Lamborghini <strong>Urus</strong></p> <p>Special Note:<br>For vehicles with <strong>tow bar</strong>, original diffuser or <strong>L6 333 99 (Visible Carbon Rear Diffuser)</strong> must be used.</p> <h2>Key Features</h2> <ul> <li> <p>Complete 14-part ESTESO widebody conversion</p> </li> <li> <p>Significantly wider and more aggressive stance</p> </li> <li> <p>Manufactured from high-quality PU-RIM</p> </li> <li> <p>Designed specifically for Lamborghini Urus</p> </li> <li> <p>OEM-level integration and precise fitment</p> </li> <li> <p>Designed for painting in vehicle color or custom finish</p> </li> </ul> <h2>Included Components</h2> <ul> <li> <p>Front bumper attachment</p> </li> <li> <p>Front strut</p> </li> <li> <p>Widebody set</p> </li> <li> <p>Side panels</p> </li> <li> <p>Rear bumper attachment</p> </li> <li> <p>Complete fixing material</p> </li> </ul> <p>(All parts made from PU-RIM)</p> <h2>Technical Details</h2> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Widebody Conversion Kit</p> </li> <li> <p>Version: ESTESO</p> </li> <li> <p>Material: PU-RIM</p> </li> <li> <p>Finish: Primed for painting</p> </li> </ul> <h2>Installation</h2> <p>Professional installation and bodywork preparation are strongly recommended to ensure perfect alignment and high-quality finish.</p> <h2>Part Number</h2> <ul> <li> <p><strong>L6 333 00</strong></p> </li> </ul> <h2>Special Order</h2> <p>Lead time approximately <strong>4–6 weeks</strong></p>",NOVITEC,Aerodynamics,"brand_novitec, car_lamborghini, category_aerodynamic, condition_new, install_available, model_urus, pricing_buy_now",TRUE,Variant,Visible Carbon,L6 333 00,0,shopify,5,deny,manual,75900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-31at14.23.13.png,1,ESTESO Widebody Kit - Lamborghini Urus - L6 333 00 - Novitec,FALSE,active
l6-333-00,,,,,,,,Forged Carbon,L6 333 00,0,shopify,6,deny,manual,75900.00,TRUE,TRUE,,,,,
l6-333-00,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-31at14.22.48.png,2,ESTESO Widebody Kit - Lamborghini Urus - L6 333 00 - Novitec,,
l6-333-00,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-01-15_at_00.30.11_df9037c1-74d2-4b4b-b857-33ba5b67e150.png,3,ESTESO Widebody Kit - Lamborghini Urus - L6 333 00 - Novitec,,
l6-333-61,Engine Bonnet - Lamborghini Urus - L6 333 59/ 61/ 63 - Novitec,"<h2>Description</h2> <p>The <strong>NOVITEC Engine Bonnet</strong> for the <strong>Lamborghini Urus</strong> enhances the vehicle’s front-end presence with a more aggressive and performance-oriented design while maintaining OEM-level integration and precise fitment. Engineered to combine lightweight construction with striking styling, the bonnet is available in multiple versions to suit individual preferences.</p> <p>Whether finished fully in body color, combined with visible carbon elements, or delivered entirely in carbon fiber, each version reflects NOVITEC’s premium design and engineering standards.</p> <h2>Compatibility</h2> <p>Lamborghini <strong>Urus</strong></p> <h2>Available Versions</h2> <h3>Engine Bonnet – Primed for Painting</h3> <p>Supplied ready for paint preparation, allowing full customization in vehicle body color.<br><strong>Part Number:</strong> L6 333 59</p> <h3>Engine Bonnet – Primed for Painting / Partial Visible Carbon</h3> <p>Combination of paintable surfaces with visible carbon sections and cover primed for painting, offering a striking contrast design.<br><strong>Part Number:</strong> L6 333 63</p> <h3>Engine Bonnet – Full Visible Carbon / Forged Carbon</h3> <p>Manufactured entirely from carbon fiber, available in visible carbon or forged carbon finish for maximum weight reduction and bold motorsport aesthetics.<br><strong>Part Number:</strong> L6 333 61</p> <h2>Key Features</h2> <ul> <li> <p>Complete engine bonnet replacement</p> </li> <li> <p>Available in multiple finish options</p> </li> <li> <p>Lightweight construction for improved performance</p> </li> <li> <p>Aggressive performance-inspired design</p> </li> <li> <p>OEM-level integration and precise fitment</p> </li> <li> <p>Premium materials and craftsmanship</p> </li> </ul> <h2>Included Components</h2> <ul> <li> <p>Engine bonnet (according to selected version)</p> </li> <li> <p>Required mounting / installation components (as supplied by NOVITEC)</p> </li> </ul> <h2>Technical Details</h2> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Engine Bonnet</p> </li> <li> <p>Material: Composite / Carbon Fiber (depending on version)</p> </li> <li> <p>Finish Options: Primed, Partial Visible Carbon, Full Visible Carbon, Forged Carbon</p> </li> </ul> <h2>Installation</h2> <p>Professional installation and paint preparation (where applicable) are strongly recommended to ensure proper alignment and high-quality finish.</p> <h2>Special Order</h2> <p>Lead time approximately <strong>4–6 weeks</strong></p> <p> </p>",NOVITEC,Aerodynamics,"brand_novitec, car_lamborghini, category_aerodynamic, condition_new, install_available, model_urus, pricing_buy_now",TRUE,Variant,Visible Carbon,L6 333 61,0,shopify,6,deny,manual,35900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-31at14.36.11.png,1,Engine Bonnet - Lamborghini Urus - L6 333 59/ 61/ 63 - Novitec,FALSE,active
l6-333-61,,,,,,,,Ready for painting,L6 333 59,0,shopify,1,deny,manual,24900.00,TRUE,TRUE,,,,,
l6-333-61,,,,,,,,Primed / Carbon,L6 333 63,0,shopify,5,deny,manual,30900.00,TRUE,TRUE,,,,,
l6-333-61,,,,,,,,Forged Carbon,L6 333 61,0,shopify,4,deny,manual,35900.00,TRUE,TRUE,,,,,
l6-333-61,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-31at14.40.11.png,2,Engine Bonnet - Lamborghini Urus - L6 333 59/ 61/ 63 - Novitec,,
l6-333-61,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-01-15_at_00.30.11_df9037c1-74d2-4b4b-b857-33ba5b67e150.png,3,Engine Bonnet - Lamborghini Urus - L6 333 59/ 61/ 63 - Novitec,,
novitec-urus-l1-333-30,Exhaust Tailpipes Black Stainless Steel (4-Piece Set) - Lamborghini Urus S & Performante - L1 333 30 - Novitec,"<h2>Description</h2> <p>The <strong>NOVITEC Tailpipes – Black Stainless Steel (4-Piece Set)</strong> are designed for the <strong>Lamborghini Urus S and Lamborghini Urus Performante</strong>, compatible with both the <strong>NOVITEC exhaust system</strong> and the <strong>original factory exhaust</strong>. These premium tailpipes enhance the rear appearance with a more aggressive and refined finish while maintaining OEM-level fitment.</p> <p>Manufactured from high-quality <strong>black stainless steel</strong>, the set delivers durability, corrosion resistance, and a distinctive high-performance aesthetic that perfectly complements the Urus’ sporty rear design.</p> <h2>Compatibility</h2> <p>Lamborghini <strong>Urus S</strong><br>Lamborghini <strong>Urus Performante</strong><br>Compatible with:</p> <ul> <li> <p>NOVITEC exhaust system</p> </li> <li> <p>Original factory exhaust system</p> </li> </ul> <h2>Key Features</h2> <ul> <li> <p>4-piece tailpipe set</p> </li> <li> <p>Manufactured from premium black stainless steel</p> </li> <li> <p>Compatible with NOVITEC and OEM exhaust systems</p> </li> <li> <p>Durable, heat-resistant, and corrosion-resistant construction</p> </li> <li> <p>Enhances rear styling with a sporty, aggressive look</p> </li> <li> <p>OEM-level integration and precise fitment</p> </li> </ul> <h2>Included Components</h2> <ul> <li> <p>Tailpipes – 4 pieces (black stainless steel)</p> </li> <li> <p>Required mounting / installation components (as supplied by NOVITEC)</p> </li> </ul> <h2>Technical Details</h2> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Tailpipes</p> </li> <li> <p>Quantity: 4 Pieces</p> </li> <li> <p>Material: Black Stainless Steel</p> </li> <li> <p>Compatibility: NOVITEC &amp; OEM Exhaust</p> </li> </ul> <h2>Installation</h2> <p>Professional installation is recommended to ensure proper alignment and secure mounting.</p> <h2>Part Number</h2> <ul> <li> <p><strong>L1 333 30</strong></p> </li> </ul> <h2>Special Order</h2> <p>Lead time approximately <strong>4–6 weeks</strong></p>",Novitec,Exhaust,"brand_novitec, car_lamborghini, category_engine, category_exhaust, condition_new, install_available, model_urus_performante, model_urus_s, pricing_buy_now",TRUE,Title,Default Title,L1 333 30,0,shopify,4,deny,manual,9900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-16at19.35.29.png,1,Exhaust Tailpipes Black Stainless Steel (4-Piece Set) - Lamborghini Urus S & Performante - L1 333 30 - Novitec,FALSE,active
novitec-urus-l1-333-30,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-16at19.36.07.png,2,Exhaust Tailpipes Black Stainless Steel (4-Piece Set) - Lamborghini Urus S & Performante - L1 333 30 - Novitec,,
novitec-urus-l1-333-01,Engine Compartment Badge - Lamborghini Urus S & Performante - L1 333 01 - Novitec,"<h2>Description</h2> <p>The <strong>NOVITEC Engine Compartment Badge</strong> is the finishing detail for a complete NOVITEC-enhanced vehicle. Designed to be mounted within the engine bay, this premium badge adds an exclusive touch that reflects the vehicle’s performance pedigree and refined engineering upgrades.</p> <p>Manufactured to NOVITEC’s high-quality standards, the badge provides a clean and professional appearance, making it the perfect complement to any NOVITEC performance or aerodynamic conversion.</p> <h2>Compatibility</h2> <p>Suitable for <strong>NOVITEC-equipped vehicles</strong><br>(Universal application depending on installation area)</p> <h2>Key Features</h2> <ul> <li> <p>Official NOVITEC engine compartment badge</p> </li> <li> <p>Premium finish with high-quality detailing</p> </li> <li> <p>Enhances exclusivity and brand presence</p> </li> <li> <p>Designed for clean and professional installation</p> </li> <li> <p>Perfect complement to NOVITEC performance upgrades</p> </li> </ul> <h2>Included Components</h2> <ul> <li> <p>NOVITEC engine compartment badge</p> </li> <li> <p>Mounting / adhesive backing (as supplied by NOVITEC)</p> </li> </ul> <h2>Technical Details</h2> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Engine Compartment Badge</p> </li> <li> <p>Application: Engine Bay</p> </li> </ul> <h2>Installation</h2> <p>Professional installation is recommended to ensure correct positioning and secure attachment within the engine compartment.</p> <h2>Part Number</h2> <ul> <li> <p><strong>L1 333 01</strong></p> </li> </ul> <h2>Special Order</h2> <p>Lead time approximately <strong>4–6 weeks</strong></p>",Novitec,Exhaust,"brand_novitec, car_lamborghini, category_engine, category_exhaust, condition_new, install_available, model_urus_performante, model_urus_s, pricing_buy_now",TRUE,Title,Default Title,L1-333-01,0,shopify,6,deny,manual,390.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-01-06_at_00.38.16.png,1,Engine Compartment Badge - Lamborghini Urus S & Performante - L1 333 01 - Novitec,FALSE,active
novitec-urus-l1-333-01,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-01-06_at_00.38.33.png,2,Engine Compartment Badge - Lamborghini Urus S & Performante - L1 333 01 - Novitec,,
lamborghini-revuelto-oem-muffler-exhaust-47b251051b-used,Lamborghini Revuelto OEM Muffler Exhaust Silencer - 47B251051B - Used,"<p>Used Lamborghini Revuelto OEM muffler / exhaust silencer. Genuine OEM used part, actual item shown in the photos.</p> <p>This is a used Lamborghini Revuelto OEM muffler assembly, part number 47B251051B / 47B.251.051.B. The listing is for the actual part shown in the photos.</p> <ul> <li> <strong>Vehicle fitment reference:</strong> Lamborghini Revuelto / LB744</li> <li> <strong>Part category:</strong> OEM muffler / exhaust silencer</li> <li> <strong>Part number:</strong> 47B251051B / 47B.251.051.B</li> <li> <strong>Internal SKU:</strong> LXP01-003-001</li> <li> <strong>Condition:</strong> Used</li> <li> <strong>Price:</strong> AED 42,000</li> </ul> <p>The muffler includes the visible exhaust body, pipe openings, mounting points, and identification plate as shown in the photos. Brackets, clamps, sensors, hardware, and small accessories are only included if clearly visible in the photos.</p> <p>Condition is used, with visible heat marks, weld discoloration, and normal storage/handling marks. Please review all photos carefully before purchase.</p> <p>Buyer must confirm compatibility using part number <strong>47B251051B</strong> before ordering.</p>",Lamborghini,Exhaust / Muffler,"brand_lamborghini, car_lamborghini, category_exhaust, condition_used, install_available, model_revuelto, pricing_buy_now",TRUE,Title,Default Title,LXP01-003-001,0,shopify,6,deny,manual,42000.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/1_5ae46a0e-ac1c-4d49-883a-480162b4e67c.jpg,1,Lamborghini Revuelto OEM Muffler Exhaust Silencer - 47B251051B - Used,FALSE,active
lamborghini-revuelto-oem-muffler-exhaust-47b251051b-used,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/2_f93dd56c-9287-401f-b9dd-b7bfd0b55411.jpg,2,Lamborghini Revuelto OEM Muffler Exhaust Silencer - 47B251051B - Used,,
lamborghini-revuelto-oem-muffler-exhaust-47b251051b-used,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/3_9e133134-13f9-448f-a3ac-0bee5f93434e.jpg,3,Lamborghini Revuelto OEM Muffler Exhaust Silencer - 47B251051B - Used,,
novitec-stainless-steel-tailpipes-set-black-revuelto,Stainless Steel Tailpipes (Set) - Lamborghini Revuelto - L1 444 40/ 41 - Novitec,"<h4>Description</h4> <p>The <strong>NOVITEC Stainless Steel Tailpipes (Set)</strong> for the <strong>Lamborghini Revuelto</strong> are designed to complement NOVITEC exhaust systems with a refined and performance-oriented finish. Engineered specifically for perfect integration, these tailpipes enhance the rear appearance while maintaining precise OEM-level fitment.</p> <p>Available in two premium finishes, each version adds a distinctive visual accent to match the vehicle’s high-performance character.</p> <h4>Compatibility</h4> <p>Lamborghini Revuelto<br>For use with <strong>NOVITEC exhaust systems</strong></p> <h4>Key Features</h4> <ul> <li> <p>Stainless steel tailpipes (set)</p> </li> <li> <p>Designed for NOVITEC exhaust systems</p> </li> <li> <p>Precision-engineered for perfect fitment</p> </li> <li> <p>Enhances rear styling and performance appearance</p> </li> <li> <p>Available in Black or Gold-Plated finish</p> </li> <li> <p>Direct replacement installation</p> </li> </ul> <h4>Available Versions</h4> <p><strong>Black Tailpipes</strong></p> <ul> <li> <p>Stainless steel construction</p> </li> <li> <p>Black-coated finish</p> </li> <li> <p>Sporty and aggressive appearance</p> </li> </ul> <p><strong>Gold-Plated Tailpipes (999 Fine Gold)</strong></p> <ul> <li> <p>Stainless steel construction</p> </li> <li> <p>Gold-plated with 999 fine gold</p> </li> <li> <p>Premium motorsport-inspired finish</p> </li> <li> <p>Reduced heat discoloration</p> </li> </ul> <h4>Technical Details</h4> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Tailpipes</p> </li> <li> <p>Quantity: Set</p> </li> <li> <p>Material: Stainless Steel</p> </li> <li> <p>Finish: Black or Gold-Plated</p> </li> </ul> <h4>Installation</h4> <p>Professional installation is recommended.</p> <h4>Part Numbers</h4> <p data-end=""1621",Novitec,Exhaust,"brand_novitec, car_lamborghini, category_exhaust, condition_new, install_available, model_revuelto, pricing_buy_now",TRUE,Variant,Black,L1 444 40,0,shopify,5,deny,manual,15900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-22at12.45.14.png,1,Stainless Steel Tailpipes (Set) - Lamborghini Revuelto - L1 444 40/ 41 - Novitec,FALSE,active
novitec-stainless-steel-tailpipes-set-black-revuelto,,,,,,,,Gold Plated 999,L1 444 41,0,shopify,6,deny,manual,24900.00,TRUE,TRUE,,,,,
novitec-stainless-steel-tailpipes-set-black-revuelto,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-22at12.45.38.png,2,Stainless Steel Tailpipes (Set) - Lamborghini Revuelto - L1 444 40/ 41 - Novitec,,
novitec-stainless-steel-tailpipes-set-black-revuelto,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-02-23_at_00.40.16.png,3,Stainless Steel Tailpipes (Set) - Lamborghini Revuelto - L1 444 40/ 41 - Novitec,,
novitec-sport-spring-set-revuelto,Sport Spring Set - Lamborghini Revuelto - L5 444 01 - Novitec,"<h4>Description</h4> <p>The <strong>NOVITEC Sport Spring Set</strong> for the <strong>Lamborghini Revuelto</strong> enhances handling dynamics while delivering a lower and more aggressive stance. Designed to operate in combination with the original factory suspension, this spring set reduces ride height to improve center of gravity, stability, and overall driving precision.</p> <p>Engineered specifically for the Revuelto’s advanced chassis setup, the system maintains everyday usability while enhancing the vehicle’s performance-focused character.</p> <h4>Compatibility</h4> <p>Lamborghini Revuelto<br>Suitable for all models</p> <h4>Key Features</h4> <ul> <li> <p>Sport spring set for suspension lowering</p> </li> <li> <p>Designed for use with the original factory suspension</p> </li> <li> <p>Lowered ride height for enhanced stance</p> </li> <li> <p>Improved handling stability and reduced body roll</p> </li> <li> <p>Developed specifically for Lamborghini Revuelto</p> </li> <li> <p>Precision-engineered for OEM-level integration</p> </li> </ul> <h4>Technical Details</h4> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Sport Spring Set</p> </li> <li> <p>Application: Lowering springs</p> </li> <li> <p>Suspension: Designed for original factory suspension</p> </li> </ul> <h4>Installation</h4> <p>Professional installation and wheel alignment are strongly recommended.</p> <h4>Part Number</h4> <ul> <li> <p>L5 444 01</p> </li> </ul> <h4>Special Order</h4> <p>Lead time approximately <strong>4–6 weeks</strong></p>",Novitec,Suspension,"brand_novitec, car_lamborghini, category_suspension, condition_new, install_available, model_revuelto, pricing_buy_now",TRUE,Title,Default Title,L5 444 01,0,shopify,2,deny,manual,6900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-22at12.42.26.png,1,Sport Spring Set - Lamborghini Revuelto - L5 444 01 - Novitec,FALSE,active
novitec-sport-spring-set-revuelto,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-22at12.43.00.png,2,Sport Spring Set - Lamborghini Revuelto - L5 444 01 - Novitec,,
novitec-urus-l5-333-80,CAN-Tronic Suspension Module - Lamborghini Urus & Urus S - L5 333 80 - Novitec,"<h2>Description</h2> <p>The <strong>NOVITEC CAN-Tronic Suspension Module</strong> for the <strong>Lamborghini Urus &amp; Urus S</strong> is designed to electronically lower the vehicle by approximately <strong>25mm</strong>, enhancing both aesthetics and driving dynamics. Developed specifically for models equipped with factory air suspension, this module communicates directly with the vehicle’s CAN bus system to adjust ride height without compromising functionality.</p> <p>By lowering the center of gravity, the CAN-Tronic module improves stability, reduces body roll, and delivers a more aggressive stance — all while maintaining full compatibility with the original suspension system and driving modes.</p> <h2>Compatibility</h2> <p>Lamborghini <strong>Urus S</strong><br><em>(Not compatible with Urus Performante)</em></p> <h2>Key Features</h2> <ul> <li> <p>Electronic suspension lowering module</p> </li> <li> <p>Lowers vehicle approximately 25mm</p> </li> <li> <p>Designed specifically for Urus S with factory air suspension</p> </li> <li> <p>Plug-and-play integration with vehicle CAN system</p> </li> <li> <p>Maintains OEM suspension functionality and drive modes</p> </li> <li> <p>Enhances stance, handling, and overall appearance</p> </li> </ul> <h2>Included Components</h2> <ul> <li> <p>NOVITEC CAN-Tronic suspension module</p> </li> <li> <p>Wiring harness and installation components (as supplied by NOVITEC)</p> </li> </ul> <h2>Technical Details</h2> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Suspension Control Module</p> </li> <li> <p>Vehicle Application: Urus S</p> </li> <li> <p>Lowering: Approx. 25mm</p> </li> <li> <p>System Type: CAN bus electronic module</p> </li> </ul> <h2>Installation</h2> <p>Professional installation is strongly recommended to ensure correct integration with the vehicle’s suspension electronics and proper calibration.</p> <h2>Part Number</h2> <ul> <li> <p><strong>L5 333 80</strong></p> </li> </ul> <h2>Special Order</h2> <p>Lead time approximately <strong>4–6 weeks</strong></p> <p> </p>",Novitec,Suspension,"brand_novitec, car_lamborghini, category_suspension, condition_new, install_available, model_urus_performante, model_urus_s, pricing_buy_now",TRUE,Title,Default Title,L5 333 80,0,shopify,5,deny,manual,6900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-16at20.06.11.png,1,CAN-Tronic Suspension Module - Lamborghini Urus & Urus S - L5 333 80 - Novitec,FALSE,active
novitec-urus-l5-333-80,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-16at20.06.41.png,2,CAN-Tronic Suspension Module - Lamborghini Urus & Urus S - L5 333 80 - Novitec,,
novitec-revuelto-l4-444-35,"NL6 Forged Aluminium Wheel Set with Central lock - Lamborghini Revuelto - L4 444 35, 31/41 - Novitec","<h4>Description</h4> <p>The <strong>NOVITEC NL6 Forged Aluminium Wheel Set – Central Lock LOOK</strong> for the <strong>Lamborghini Revuelto</strong> combines cutting-edge forged engineering with a distinctive center-lock inspired design. Developed specifically for the Revuelto, the NL6 wheels enhance steering precision, stability, and overall driving performance while delivering a bold and race-oriented appearance.</p> <p>Optimized for the Revuelto’s hybrid V12 platform, the NL6 forged wheels offer an exceptional strength-to-weight ratio and uncompromising visual impact.</p> <h4>Compatibility</h4> <p>Lamborghini Revuelto</p> <h4>Key Features</h4> <ul> <li> <p>Forged aluminium wheel set NL6</p> </li> <li> <p>Central Lock LOOK design</p> </li> <li> <p>Lightweight forged construction</p> </li> <li> <p>Developed specifically for Lamborghini Revuelto</p> </li> <li> <p>Precision fitment for front and rear axles</p> </li> <li> <p>Available with or without tyres</p> </li> </ul> <h4>Wheel Specifications</h4> <p><strong>Front Axle</strong><br>9.5J x 21""</p> <p><strong>Rear Axle</strong><br>12.5J x 22""</p> <h4>Tyre Options</h4> <p><strong>With Tyres</strong></p> <ul> <li> <p>Front: 265/30 R21</p> </li> <li> <p>Rear: 355/25 R22</p> </li> </ul> <p><strong>Without Tyres</strong></p> <ul> <li> <p>Wheels supplied without tyres</p> </li> </ul> <h4>Technical Details</h4> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Wheel Type: Forged Aluminium</p> </li> <li> <p>Model: NL6</p> </li> <li> <p>Design: Central Lock LOOK</p> </li> <li> <p>Quantity: Complete wheel set (front and rear)</p> </li> </ul> <h4>Installation</h4> <p>Professional installation and wheel alignment are strongly recommended.</p> <h4>Part Numbers</h4> <p><strong>With Tyres</strong></p> <ul> <li> <p>L4 444 35</p> </li> </ul> <p><strong>Without Tyr",Novitec,Wheels,"brand_novitec, car_lamborghini, category_wheels, condition_new, install_available, model_revuelto, pricing_buy_now",TRUE,Variant,With Tyres,L4 444 35,0,shopify,1,deny,manual,79900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-22at12.43.53.png,1,"NL6 Forged Aluminium Wheel Set with Central lock - Lamborghini Revuelto - L4 444 35, 31/41 - Novitec",FALSE,active
novitec-revuelto-l4-444-35,,,,,,,,Without Tyres,L4 444 31/41,0,shopify,5,deny,manual,69900.00,TRUE,TRUE,,,,,
novitec-revuelto-l4-444-35,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-02-23_at_16.35.55.png,2,"NL6 Forged Aluminium Wheel Set with Central lock - Lamborghini Revuelto - L4 444 35, 31/41 - Novitec",,
novitec-revuelto-l4-444-25,"NL5 Forged Aluminium Wheel Set with Central lock - Lamborghini Revuelto - L4 444 25, 11/21 - Novitec","<h4>Description</h4> <p>The <strong>NOVITEC NL5 Forged Aluminium Wheel Set – Central Lock LOOK</strong> for the <strong>Lamborghini Revuelto</strong> combines lightweight forged performance with a bold motorsport-inspired center-lock design. Developed specifically for the Revuelto, the NL5 wheels enhance steering precision, high-speed stability, and overall driving dynamics while delivering a striking and aggressive appearance.</p> <p>Engineered to complement the Revuelto’s advanced hybrid V12 platform, this forged wheel set provides optimal strength-to-weight ratio and uncompromising visual presence.</p> <h4>Compatibility</h4> <p>Lamborghini Revuelto</p> <h4>Key Features</h4> <ul> <li> <p>Forged aluminium wheel set NL5</p> </li> <li> <p>Central Lock LOOK design</p> </li> <li> <p>Lightweight construction for improved handling and agility</p> </li> <li> <p>Developed specifically for Lamborghini Revuelto</p> </li> <li> <p>Precision fitment for front and rear axles</p> </li> <li> <p>Available with or without tyres</p> </li> </ul> <h4>Wheel Specifications</h4> <p><strong>Front Axle</strong><br>9.5J x 21""</p> <p><strong>Rear Axle</strong><br>12.5J x 22""</p> <h4>Tyre Options</h4> <p><strong>With Tyres</strong></p> <ul> <li> <p>Front: 265/30 R21</p> </li> <li> <p>Rear: 355/25 R22</p> </li> </ul> <p><strong>Without Tyres</strong></p> <ul> <li> <p>Wheels supplied without tyres</p> </li> </ul> <h4>Technical Details</h4> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Wheel Type: Forged Aluminium</p> </li> <li> <p>Model: NL5</p> </li> <li> <p>Design: Central Lock LOOK</p> </li> <li> <p>Quantity: Complete wheel set (front and rear)</p> </li> </ul> <h4>Installation</h4> <p>Professional installation and wheel alignment are strongly recommended.</p> <h4>Part Numbers</h4> <p><strong>With Tyres</strong></p> <ul> <li> <p dat",Novitec,Wheels,"brand_novitec, car_lamborghini, category_wheels, condition_new, install_available, model_revuelto, pricing_buy_now",TRUE,Variant,With Tyres,L4 444 25,0,shopify,1,deny,manual,79900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-22at12.44.13.png,1,"NL5 Forged Aluminium Wheel Set with Central lock - Lamborghini Revuelto - L4 444 25, 11/21 - Novitec",FALSE,active
novitec-revuelto-l4-444-25,,,,,,,,Without Tyres,L4-444-11/21,0,shopify,1,deny,manual,69900.00,TRUE,TRUE,,,,,
novitec-revuelto-l4-444-25,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-02-23_at_16.35.26.png,2,"NL5 Forged Aluminium Wheel Set with Central lock - Lamborghini Revuelto - L4 444 25, 11/21 - Novitec",,
