Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,Status
novitec-urus-l6-333-88,Engine Bonnet Full Carbon - Lamborghini Urus S & Performante - L6 333 88 - Novitec,"<h2>Description</h2> <p>The <strong>NOVITEC Engine Bonnet (Full Visible Carbon)</strong> for the <strong>Lamborghini Urus S and Lamborghini Urus Performante</strong> delivers an uncompromising motorsport-inspired upgrade, combining aggressive styling with advanced lightweight construction. Designed for perfect OEM-level integration, this bonnet enhances both the visual presence and performance character of the Urus.</p> <p>Manufactured entirely from premium <strong>carbon fiber</strong> and finished in <strong>full visible carbon</strong>, it offers maximum weight reduction and a striking high-performance aesthetic straight from NOVITEC.</p> <h2>Compatibility</h2> <p>Lamborghini <strong>Urus S</strong><br>Lamborghini <strong>Urus Performante</strong></p> <h2>Key Features</h2> <ul> <li> <p>Complete engine bonnet replacement</p> </li> <li> <p>Full carbon fiber construction</p> </li> <li> <p>Visible carbon finish for a premium motorsport look</p> </li> <li> <p>Lightweight and high-strength design</p> </li> <li> <p>Aggressive performance-inspired styling</p> </li> <li> <p>OEM-level fitment and integration</p> </li> </ul> <h2>Included Components</h2> <ul> <li> <p>Engine bonnet – full visible carbon</p> </li> <li> <p>Required mounting / installation components (as supplied by NOVITEC)</p> </li> </ul> <h2>Technical Details</h2> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Engine Bonnet</p> </li> <li> <p>Material: Carbon Fiber</p> </li> <li> <p>Finish: Full Visible Carbon</p> </li> </ul> <h2>Installation</h2> <p>Professional installation is strongly recommended. Proper alignment and fitting should be carried out by an experienced body specialist to ensure optimal results.</p> <h2>Part Number</h2> <ul> <li> <p><strong>L6 333 88</strong></p> </li> </ul> <h2>Special Order</h2> <p>Lead time approximately <strong>4–6 weeks</strong></p>",Novitec,Aerodynamics,"brand_novitec, car_lamborghini, category_aerodynamic, condition_new, install_available, model_urus_performante, model_urus_s, pricing_buy_now",TRUE,Variant,Visible Carbon,L6 333 88,0,shopify,3,deny,manual,35900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-05at23.00.06_e55dff33-2777-4ceb-9939-4e7507e25f60.png,1,Engine Bonnet Full Carbon - Lamborghini Urus S & Performante - L6 333 88 - Novitec,FALSE,active
novitec-urus-l6-333-88,,,,,,,,Forged Visible Carbon,L6 333 88,0,shopify,4,deny,manual,35900.00,TRUE,TRUE,,,,,
novitec-urus-l6-333-88,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-05at23.00.41_e2ed37e3-9eed-49ae-9a65-194c108dd081.png,2,Engine Bonnet Full Carbon - Lamborghini Urus S & Performante - L6 333 88 - Novitec,,
novitec-urus-l6-333-88,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-01-15_at_00.30.11_df9037c1-74d2-4b4b-b857-33ba5b67e150.png,3,Engine Bonnet Full Carbon - Lamborghini Urus S & Performante - L6 333 88 - Novitec,,
novitec-urus-l6-333-87,Engine Bonnet Primed for Painting / Partial Visible Carbon  - Lamborghini Urus S & Performante - L6 333 87 - Novitec,"<h2>Description</h2> <p>The <strong>NOVITEC Engine Bonnet (Primed for Painting / Partial Visible Carbon)</strong> for the <strong>Lamborghini Urus S and Lamborghini Urus Performante</strong> delivers a dramatic visual upgrade while maintaining OEM-level integration and functionality. Designed to enhance the aggressive character of the Urus, this bonnet combines sculpted performance styling with premium lightweight construction.</p> <p>The component is supplied <strong>primed for painting</strong>, allowing it to be finished in full body color, while selected areas remain in <strong>visible carbon fiber</strong> to create a striking contrast and motorsport-inspired appearance.</p> <h2>Compatibility</h2> <p>Lamborghini <strong>Urus S</strong><br>Lamborghini <strong>Urus Performante</strong></p> <h2>Key Features</h2> <ul> <li> <p>Complete engine bonnet replacement</p> </li> <li> <p>Supplied primed for painting</p> </li> <li> <p>Partial visible carbon sections for a premium contrast finish</p> </li> <li> <p>Manufactured using high-quality lightweight materials</p> </li> <li> <p>Aggressive performance-inspired design</p> </li> <li> <p>OEM-level fitment and integration</p> </li> </ul> <h2>Included Components</h2> <ul> <li> <p>Engine bonnet</p> </li> <li> <p>Required mounting / installation components (as supplied by NOVITEC)</p> </li> </ul> <h2>Technical Details</h2> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Engine Bonnet</p> </li> <li> <p>Material: Composite construction with visible carbon sections</p> </li> <li> <p>Finish: Primed for painting with partial visible carbon</p> </li> </ul> <h2>Installation</h2> <p>Professional installation and paint preparation are strongly recommended. Proper alignment and finishing should be carried out by an experienced body specialist.</p> <h2>Part Number</h2> <ul> <li> <p><strong>L6 333 87</strong></p> </li> </ul> <h2>Special Order</h2> <p>Lead time approximately <strong>4–6 weeks</strong></p>",Novitec,Aerodynamics,"brand_novitec, car_lamborghini, category_aerodynamic, condition_new, install_available, model_urus_performante, model_urus_s, pricing_buy_now",TRUE,Variant,Primed for painting / partial visible Carbon,L6-333-87,0,shopify,1,deny,manual,31900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-05at23.00.06.png,1,Engine Bonnet Primed for Painting / Partial Visible Carbon  - Lamborghini Urus S & Performante - L6 333 87 - Novitec,FALSE,active
novitec-urus-l6-333-87,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-05at23.00.41.png,2,Engine Bonnet Primed for Painting / Partial Visible Carbon  - Lamborghini Urus S & Performante - L6 333 87 - Novitec,,
novitec-urus-l6-333-87,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-01-15_at_02.12.52.png,3,Engine Bonnet Primed for Painting / Partial Visible Carbon  - Lamborghini Urus S & Performante - L6 333 87 - Novitec,,
novitec-urus-l1-333-66,Sport Metal Catalysts 100 Cell (Set of 2) - Lamborghini Urus S & Performante - L1 333 66 - Novitec,"<h2>Description</h2> <p>The <strong>NOVITEC Sport Metal Catalysts (100 Cell – Heat Protected, Set)</strong> for the <strong>Lamborghini Urus S and Lamborghini Urus Performante</strong> are engineered to improve exhaust efficiency while maintaining catalytic functionality. Featuring <strong>100-cell sport metal catalysts</strong>, this system reduces exhaust back pressure to enhance throttle response, optimize performance, and deliver a more pronounced exhaust tone.</p> <p>Manufactured from high-quality materials and supplied <strong>complete with heat protection</strong>, these sport catalysts ensure durability and reliable thermal management under high-performance driving conditions.</p> <p>Compatible with both the <strong>NOVITEC exhaust system</strong> and the <strong>original factory exhaust system</strong>, the setup is designed for seamless OEM-level fitment.</p> <h2>Compatibility</h2> <p>Lamborghini <strong>Urus S</strong><br>Lamborghini <strong>Urus Performante</strong></p> <p>Compatible with:</p> <ul> <li> <p>NOVITEC exhaust system</p> </li> <li> <p>Original factory exhaust system</p> </li> </ul> <h2>Key Features</h2> <ul> <li> <p>100-cell sport metal catalysts (set)</p> </li> <li> <p>Reduced exhaust back pressure for improved performance</p> </li> <li> <p>Enhanced throttle response and exhaust sound</p> </li> <li> <p>Complete heat-protected construction</p> </li> <li> <p>Compatible with NOVITEC and OEM exhaust systems</p> </li> <li> <p>Precision engineered for OEM-level integration</p> </li> </ul> <h2>Included Components</h2> <ul> <li> <p>Sport metal catalysts – set</p> </li> <li> <p>Integrated heat protection</p> </li> <li> <p>Required mounting / installation components (as supplied by NOVITEC)</p> </li> </ul> <h2>Technical Details</h2> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Sport Metal Catalysts</p> </li> <li> <p>Cell Count: 100 Cell</p> </li> <li> <p>Quantity: Set</p> </li> <li> <p>Heat Protection: Included</p> </li> <li> <p>Compatibility: NOVITEC &amp; OEM Exhaust</p> </li> </ul> <h2>Installation</h2> <p>Professional installation is strongly recommended. Please note that sport catalysts may not comply with emissions regulations in certain regions and may be intended for motorsport or export use only where applicable laws permit.</p> <h2>Part Number</h2> <ul> <li> <p><strong>L1 333 66</strong></p> </li> </ul> <h2>Special Order</h2> <p>Lead time approximately <strong>4–6 weeks</strong></p>",Novitec,Exhaust,"brand_novitec, car_lamborghini, category_engine, category_exhaust, condition_new, install_available, model_urus_performante, model_urus_s, pricing_buy_now",TRUE,Title,Default Title,L1 333 66,0,shopify,1,deny,manual,26900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-16at19.33.45.png,1,Sport Metal Catalysts 100 Cell (Set of 2) - Lamborghini Urus S & Performante - L1 333 66 - Novitec,FALSE,active
novitec-urus-l1-333-51,Power Optimized Exhaust System RACE with Flap Regulation - Lamborghini Urus S & Performante - L1 333 51 - Novitec,"<h2>Description</h2> <p>The <strong>NOVITEC Power Optimized Exhaust System RACE (With Flap Regulation)</strong> for the <strong>Lamborghini Urus S and Lamborghini Urus Performante</strong> is engineered for maximum performance and an uncompromising motorsport sound experience. The RACE version delivers optimized exhaust flow, reduced back pressure, and an even more aggressive acoustic character compared to the standard performance system.</p> <p>Equipped with <strong>flap regulation</strong>, the system allows controlled exhaust valve operation, providing the flexibility between a refined tone and a full race-inspired sound profile depending on driving conditions.</p> <p>This system must be installed <strong>only in combination with NOVITEC X-Pipe System L1 333 55</strong>.</p> <h2>Compatibility</h2> <p>Lamborghini <strong>Urus S</strong><br>Lamborghini <strong>Urus Performante</strong></p> <p><strong>Installation Requirement:</strong><br>Must be installed <strong>only in combination with L1 333 55 (X-Pipe System)</strong></p> <h2>Key Features</h2> <ul> <li> <p>RACE version power optimized exhaust system</p> </li> <li> <p>Integrated flap regulation for adjustable sound control</p> </li> <li> <p>Reduced back pressure for enhanced performance</p> </li> <li> <p>More aggressive and motorsport-oriented exhaust tone</p> </li> <li> <p>Precision engineered for OEM-level fitment</p> </li> <li> <p>Designed for combination with NOVITEC L1 333 55</p> </li> </ul> <h2>Included Components</h2> <ul> <li> <p>Power optimized exhaust system RACE (with flap regulation)</p> </li> <li> <p>Required mounting / installation components (as supplied by NOVITEC)</p> </li> </ul> <h2>Technical Details</h2> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Performance Exhaust System</p> </li> <li> <p>Version: RACE</p> </li> <li> <p>Flap Regulation: Yes</p> </li> <li> <p>Installation Requirement: Only with L1 333 55</p> </li> </ul> <h2>Installation</h2> <p>Professional installation is strongly recommended. Proper compatibility verification and installation in combination with <strong>L1 333 55</strong> is mandatory.</p> <h2>Part Number</h2> <ul> <li> <p><strong>L1 333 51</strong></p> </li> </ul> <h2>Special Order</h2> <p>Lead time approximately <strong>4–6 weeks</strong></p>",Novitec,Exhaust,"brand_novitec, car_lamborghini, category_engine, category_exhaust, condition_new, install_available, model_urus_performante, model_urus_s, pricing_buy_now",TRUE,Title,Default Title,L1 333 51,0,shopify,1,deny,manual,20900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-16at19.31.49.png,1,Power Optimized Exhaust System RACE with Flap Regulation - Lamborghini Urus S & Performante - L1 333 51 - Novitec,FALSE,active
novitec-sport-metal-catalysts-set-heat-protected-revuelto,Sport Metal Catalysts (Set) - Lamborghini Revuelto - L1 444 13/ 33 - Novitec,"<h4>Description</h4> <p>The <strong>NOVITEC Sport Metal Catalysts (Set)</strong> for the <strong>Lamborghini Revuelto</strong> are engineered to improve exhaust efficiency and enhance overall engine responsiveness. Designed for use with both NOVITEC and original factory exhaust systems, these high-performance catalysts reduce backpressure while maintaining precise OEM-level integration.</p> <p>All versions are fully heat-protected to ensure maximum durability and thermal stability under extreme operating conditions.</p> <h4>Compatibility</h4> <p>Lamborghini Revuelto<br>Compatible with <strong>NOVITEC exhaust systems</strong> and <strong>original factory exhaust systems</strong></p> <h4>Key Features</h4> <ul> <li> <p>High-performance sport metal catalysts (set)</p> </li> <li> <p>Optimized exhaust flow and reduced backpressure</p> </li> <li> <p>Improved throttle response</p> </li> <li> <p>Designed for use with NOVITEC and original exhaust systems</p> </li> <li> <p>Complete heat-protected construction</p> </li> <li> <p>Developed specifically for Lamborghini Revuelto</p> </li> <li> <p>Direct replacement using factory mounting points</p> </li> </ul> <h4>Available Versions</h4> <p><strong>Complete Heat-Protected</strong></p> <ul> <li> <p>Fully covered with high-temperature heat protection</p> </li> <li> <p>Optimized for thermal durability and reliability</p> </li> </ul> <p><strong>Gold-Plated (999 Fine Gold)</strong></p> <ul> <li> <p>Covered with high-temperature heat protection</p> </li> <li> <p>Gold-plated with 999 fine gold</p> </li> <li> <p>Maximum thermal efficiency</p> </li> <li> <p>Reduced heat radiation and exclusive motorsport appearance</p> </li> </ul> <h4>Technical Details</h4> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Sport Metal Catalysts</p> </li> <li> <p>Quantity: Set</p> </li> <li> <p>Heat Protection: Complete heat-protected system</p> </li> </ul> <h4>Installation</h4> <p>Professional",Novitec,Exhaust,"brand_novitec, car_lamborghini, category_exhaust, condition_new, install_available, model_revuelto, pricing_buy_now",TRUE,Variant,Regular,L1 444 13,0,shopify,2,deny,manual,48900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-22at12.50.16.png,1,Sport Metal Catalysts (Set) - Lamborghini Revuelto - L1 444 13/ 33 - Novitec,FALSE,active
novitec-sport-metal-catalysts-set-heat-protected-revuelto,,,,,,,,Gold Plated 999,L1 444 33,0,shopify,5,deny,manual,59900.00,TRUE,TRUE,,,,,
novitec-sport-metal-catalysts-set-heat-protected-revuelto,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-02-23_at_00.08.10.png,2,Sport Metal Catalysts (Set) - Lamborghini Revuelto - L1 444 13/ 33 - Novitec,,
novitec-power-optimized-exhaust-system-with-flap-regulation-stainless-steel-heat-protected-revuelto,Power Optimized Exhaust System with Flap Regulation - Lamborghini Revuelto - L1 444 10/ 20/ 30 - Novitec,"<h4>Description</h4> <p>The <strong>NOVITEC Power-Optimized Exhaust System with Flap Regulation</strong> for the <strong>Lamborghini Revuelto</strong> is engineered to enhance performance, reduce backpressure, and deliver a sharper, more aggressive exhaust note. Developed specifically for Lamborghini’s hybrid V12 powertrain, this system improves exhaust flow while maintaining precise OEM-level fitment and reliability.</p> <p>Available in multiple material configurations, each version offers a unique balance of performance, weight reduction, and thermal efficiency. All variants are fully heat-protected for optimal durability under extreme operating conditions.</p> <h4>Compatibility</h4> <p>Lamborghini Revuelto</p> <h4>Key Features</h4> <ul> <li> <p>Power-optimized exhaust system</p> </li> <li> <p>Integrated flap regulation (valved system)</p> </li> <li> <p>Complete heat-protected construction</p> </li> <li> <p>Improved exhaust flow and throttle response</p> </li> <li> <p>Developed specifically for Lamborghini Revuelto</p> </li> <li> <p>Direct replacement using factory mounting points</p> </li> <li> <p>Available in Stainless Steel, INCONEL, or Gold-Plated INCONEL</p> </li> </ul> <h4>Available Versions</h4> <p><strong>Stainless Steel – Complete Heat-Protected</strong></p> <ul> <li> <p>High-grade stainless steel construction</p> </li> <li> <p>Optimized performance and enhanced exhaust tone</p> </li> <li> <p>Fully heat-protected system</p> </li> </ul> <p><strong>INCONEL – Complete Heat-Protected</strong></p> <ul> <li> <p>Lightweight high-performance alloy</p> </li> <li> <p>Reduced overall system weight</p> </li> <li> <p>Motorsport-inspired exhaust character</p> </li> <li> <p>Fully heat-protected construction</p> </li> </ul> <p><strong>INCONEL – Gold-Plated (999 Fine Gold)</strong></p> <ul> <li> <p>Lightweight INCONEL construction</p> </li> <li> <p>Covered with high-temperature heat protection</p> </li> <li> <p>Gold-plated with 999 fine gold</p> </li> <li> <p>Significantly reduced heat radiation</p> </li> <li> <p>Maximum thermal efficien",Novitec,Exhaust,"brand_novitec, car_lamborghini, category_exhaust, condition_new, install_available, model_revuelto, pricing_buy_now",TRUE,Variant,Stainless Steel,L1 444 10,0,shopify,6,deny,manual,42900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-22at12.52.11.png,1,Power Optimized Exhaust System with Flap Regulation - Lamborghini Revuelto - L1 444 10/ 20/ 30 - Novitec,FALSE,active
novitec-power-optimized-exhaust-system-with-flap-regulation-stainless-steel-heat-protected-revuelto,,,,,,,,Inconel,L1 444 20,0,shopify,2,deny,manual,52900.00,TRUE,TRUE,,,,,
novitec-power-optimized-exhaust-system-with-flap-regulation-stainless-steel-heat-protected-revuelto,,,,,,,,Inconel Gold 999,L1 444 30,0,shopify,1,deny,manual,69900.00,TRUE,TRUE,,,,,
novitec-power-optimized-exhaust-system-with-flap-regulation-stainless-steel-heat-protected-revuelto,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-02-22_at_23.22.38.png,2,Power Optimized Exhaust System with Flap Regulation - Lamborghini Revuelto - L1 444 10/ 20/ 30 - Novitec,,
novitec-urus-l5-333-03,Sport Spring Set - Lamborghini Urus Performante - L5 333 03 - Novitec,"<h2>Description</h2> <p>The <strong>NOVITEC Sport Spring Set</strong> for the <strong>Lamborghini Urus Performante</strong> is engineered to enhance both the vehicle’s stance and driving dynamics. Designed specifically for the Performante model, this spring set lowers the vehicle by approximately <strong>25mm</strong>, delivering a more aggressive appearance and improved road handling characteristics.</p> <p>By reducing the ride height, the center of gravity is lowered, resulting in enhanced stability, reduced body roll, and a sharper, more responsive driving experience — all while maintaining everyday usability.</p> <h2>Compatibility</h2> <p>Lamborghini <strong>Urus Performante</strong><br><em>(Not compatible with Urus S)</em></p> <h2>Key Features</h2> <ul> <li> <p>Sport spring set developed exclusively for Urus Performante</p> </li> <li> <p>Lowers vehicle approximately 25mm</p> </li> <li> <p>Improves handling and cornering stability</p> </li> <li> <p>Reduces body roll and enhances driving dynamics</p> </li> <li> <p>Provides a more aggressive and sporty stance</p> </li> <li> <p>Precision engineered for OEM-level integration</p> </li> </ul> <h2>Included Components</h2> <ul> <li> <p>NOVITEC sport springs – complete set</p> </li> <li> <p>Required installation components (as supplied by NOVITEC)</p> </li> </ul> <h2>Technical Details</h2> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Sport Spring Set</p> </li> <li> <p>Vehicle Application: Urus Performante</p> </li> <li> <p>Lowering: Approx. 25mm</p> </li> </ul> <h2>Installation</h2> <p>Professional installation and alignment are strongly recommended to ensure proper setup and optimal performance.</p> <h2>Part Number</h2> <ul> <li> <p><strong>L5 333 03</strong></p> </li> </ul> <h2>Special Order</h2> <p>Lead time approximately <strong>4–6 weeks</strong></p>",Novitec,Suspension,"brand_novitec, car_lamborghini, category_suspension, condition_new, install_available, model_urus_performante, model_urus_s, pricing_buy_now",TRUE,Title,Default Title,L5 333 03,0,shopify,5,deny,manual,5900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-16at20.23.49.png,1,Sport Spring Set - Lamborghini Urus Performante - L5 333 03 - Novitec,FALSE,active
novitec-urus-l5-333-03,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-16at20.24.19.png,2,Sport Spring Set - Lamborghini Urus Performante - L5 333 03 - Novitec,,
novitec-urus-l5-333-40,"Aluminium Wheel Spacers for ESTESO Widebody Kit - Lamborghini Urus, Urus S & Performante - L5 333 40/50 - Novitec","<h2>Description</h2> <p>The <strong>NOVITEC Aluminum Wheel Spacers – ESTESO Version</strong> are specifically engineered for vehicles equipped with the <strong>NOVITEC ESTESO Aero Kit</strong>. Manufactured from <strong>high-strength aluminum</strong> and corrosion-protected through <strong>anodizing</strong>, these spacers ensure maximum durability, precise fitment, and long-term performance.</p> <p>Designed to optimize wheel positioning with the wider ESTESO body conversion, these spacer sets enhance stance, track width, and overall vehicle balance while maintaining OEM-level safety and integration. Each set includes the necessary mounting hardware for professional installation.</p> <h2>Compatibility</h2> <p>Lamborghini <strong>Urus<br></strong>Lamborghini <strong>Urus S</strong><br>Lamborghini <strong>Urus Performante</strong></p> <p>For vehicles equipped with:</p> <ul> <li> <p><strong>NOVITEC ESTESO Aero Kit</strong></p> </li> </ul> <h2>Versions</h2> <h3>Spacer Set – Front &amp; Rear</h3> <p>For ESTESO Aero Kit with <strong>NOVITEC NL4 / NL5 Wheels</strong><br><strong>Part Number:</strong> L5 333 40</p> <h3>Spacer Set – Front &amp; Rear</h3> <p>For ESTESO Aero Kit with <strong>Original Factory Wheels</strong><br><strong>Part Number:</strong> L5 333 50</p> <h2>Key Features</h2> <ul> <li> <p>Designed specifically for ESTESO widebody configuration</p> </li> <li> <p>Manufactured from high-strength aluminum</p> </li> <li> <p>Corrosion-protected anodized finish</p> </li> <li> <p>Optimizes wheel positioning with widebody setup</p> </li> <li> <p>Improves stance and track alignment</p> </li> <li> <p>Precision engineered for OEM-level integration</p> </li> <li> <p>Supplied as complete set for front and rear</p> </li> </ul> <h2>Included Components</h2> <ul> <li> <p>Aluminum spacer set – front and rear</p> </li> <li> <p>Mounting hardware (as supplied by NOVITEC)</p> </li> </ul> <h2>Technical Details</h2> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Wheel Spacer Set</p> </li> <li> <p>Material: High-Strength Aluminum</p> </li> <li> <p>Surface Protection: Anodized</p> </li> <li> <p>Application: ESTESO Aero Kit Vehicles</p> </li> </ul> <h2>Installation</h2> <p>Professional installation is strongly recommended. Proper torque specifications and wheel clearance verification must be carried out to ensure safe and correct fitment.</p> <h2>Special Order</h2> <p>Lead time approximately <strong>4–6 weeks</strong></p>",Novitec,Suspension,"brand_novitec, car_lamborghini, category_suspension, condition_new, install_available, model_urus_performante, model_urus_s, pricing_buy_now",TRUE,Variant,For Novitec NL4/NL5 Wheels,L5 333 40,0,shopify,3,deny,manual,2400.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-16at20.07.05_3592d225-0f09-4cc4-b2a4-711500ce290a.png,1,"Aluminium Wheel Spacers for ESTESO Widebody Kit - Lamborghini Urus, Urus S & Performante - L5 333 40/50 - Novitec",FALSE,active
novitec-urus-l5-333-40,,,,,,,,For Original Wheels,L5 333 50,0,shopify,3,deny,manual,2600.00,TRUE,TRUE,,,,,
novitec-revuelto-l4-444-71,"NL4 Forged Aluminium Wheel Set with Central lock - Lamborghini Revuelto - L4 444 71, 51/61 - Novitec","<h4>Description</h4> <p>The <strong>NOVITEC NL4 Forged Aluminium Wheel Set – Central Lock LOOK</strong> for the <strong>Lamborghini Revuelto</strong> combines advanced forged construction with a distinctive motorsport-inspired center-lock design. Developed specifically for the Revuelto, this wheel set enhances steering precision, high-speed stability, and overall driving dynamics while delivering a bold and performance-focused appearance.</p> <p>Engineered to match the Revuelto’s aggressive proportions, the NL4 wheels provide lightweight strength and uncompromising visual impact.</p> <h4>Compatibility</h4> <p>Lamborghini Revuelto</p> <h4>Key Features</h4> <ul> <li> <p>Forged aluminium wheel set NL4</p> </li> <li> <p>Central Lock LOOK design</p> </li> <li> <p>Lightweight construction for improved handling and agility</p> </li> <li> <p>Developed specifically for Lamborghini Revuelto</p> </li> <li> <p>Precision fitment for front and rear axles</p> </li> <li> <p>Available with or without tyres</p> </li> </ul> <h4>Wheel Specifications</h4> <p><strong>Front Axle</strong><br>9.5J x 21""</p> <p><strong>Rear Axle</strong><br>12.5J x 22""</p> <h4>Tyre Options</h4> <p><strong>With Tyres</strong></p> <ul> <li> <p>Front: 265/30 R21</p> </li> <li> <p>Rear: 355/25 R22</p> </li> </ul> <p><strong>Without Tyres</strong></p> <ul> <li> <p>Wheels supplied without tyres</p> </li> </ul> <h4>Technical Details</h4> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Wheel Type: Forged Aluminium</p> </li> <li> <p>Model: NL4</p> </li> <li> <p>Design: Central Lock LOOK</p> </li> <li> <p>Quantity: Complete wheel set (front and rear)</p> </li> </ul> <h4>Installation</h4> <p>Professional installation and wheel alignment are strongly recommended.</p> <h4>Part Numbers</h4> <p><strong>With Tyres</strong></p> <ul> <li> <p>L4 444 71",Novitec,Wheels,"brand_novitec, car_lamborghini, category_wheels, condition_new, install_available, model_revuelto, pricing_buy_now",TRUE,Variant,With Tyres,L4 444 71,0,shopify,5,deny,manual,79900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-22at12.43.32.png,1,"NL4 Forged Aluminium Wheel Set with Central lock - Lamborghini Revuelto - L4 444 71, 51/61 - Novitec",FALSE,active
novitec-revuelto-l4-444-71,,,,,,,,Without Tyres,L4-444-51/61,0,shopify,4,deny,manual,69900.00,TRUE,TRUE,,,,,
novitec-revuelto-l4-444-71,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-02-23_at_01.21.42.png,2,"NL4 Forged Aluminium Wheel Set with Central lock - Lamborghini Revuelto - L4 444 71, 51/61 - Novitec",,
